,Q,A
16328,근데 헤어지고 별로 힘들지 않은건 왜그런건가?,후폭풍이 늦게 오는 게 아닐까요.
16329,글 썼다가 지우게 돼,마음을 글로 담기 참 어렵죠.
16330,글을 쓰게 되네,글을 쓰다보면 정리가 될 거예요.
16331,기념일에 대한 추억,당신을 위해 좋은 추억만 간직하세요.
16332,기다리고 계신 분들.,마음에 솔직한 사람이에요.
16333,기다리고 있습니다,기대를 조금씩 버려보세요.
16334,기다리는게 답일까,자신을 사랑하며 기다리세요.
16335,기다리는게 힘든거네,기다리는 거 힘들죠.
16336,기다리다 지친듯해,몸도 마음도 쉬세요.
16337,기다리면 연락은 오더라구,기다려보셨나봐요.
16338,기다리지 않았다고 하지만 기다렸어,뭐든 마음 먹는 대로 되지 않으니까요.
16339,기다림,끝이 보이지 않아 더 힘들거예요.
16340,기대하지 마라.,자신에게 하는 말인가요.
16341,기분 참 더럽네,기분 나쁠 거라 생각해요.
16342,기분이 너덜너덜,제가 힘이 되어 드릴게요.
16343,기분이 묘한 하루네,싱숭생숭한 하루였나요.
16344,기숙사 괜찮을까,혼자 사는 것보다 불편하겠죠.
16345,기억에서 잊혀질까?,추억이 남겠죠.
16346,기억을 지우고 싶네,시간이 약이 될 거예요.
16347,기억의 왜곡에 속지말고 아파하지 마세,추억은 미화되기 마련이에요. 속박에서 벗어나세요.
16348,기억이 불쑥 날 때,다른일에 집중할 수 있으면 좋겠지만 쉽지 않지요.
16349,기억이나 할까,생각하지 않는편이 맘 편할지도 몰라요.
16350,기억하고 싶지 않은 기억!,천천히 지워질 거예요.
16351,기운이 없어,잘 먹고 잘 자요.
16352,기절할 정도로 피곤해야 잠드는데,잠 못 드는 밤인가봐요.
16353,기회도 없네.,다른 기회가 올 거예요.
16354,긴 연애 끝에 헤어짐,긴 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 거예요.
16355,긴시간이 흐른 후면 괜찮아지겠지,괜찮아질 거예요.
16356,긴여정 끝에 헤어졌습니다,긴 시간 만큼 힘들 겠지만 잘 이겨낼 수 있을 거예요.
16357,긴연애의 끝인가,긴 연애였던 만큼 아플까 걱정이에요.
16358,깊은고민,제게 말씀해보세요.
16359,깨끗하게 보내야 하는데,천천히 보내도 돼요.
16360,깨달음은 늘 늦게 온다,어느 결정을 하든 후회가 남기 마련이지요.
16361,꼭 아파야 하는 정량이 있는 것 같아,정량 다 채우면 괜찮아질 거예요.
16362,꼭 잡고 싶습니다,후회하기 전에 연락해서 진심을 전해보세요.
16363,꿈꾸니까 진짜 힘드네ㅜ,꿈이 웬수네요.
16364,꿈때문에 새벽에 깨게되네.,피곤하겠어요.
16365,꿈속에서도 안보여,진짜 잊으세요.
16366,꿈에 나오지마 제발,이제 정말 끝일거예요.
16367,꿈에 나온다는건 아직 못잊는건가?,꿈은 무의식의 발현이죠.
16368,꿈에 나온헤어진 여자친구,은연 중에 생각했나봐요.
16369,꿈에 나왔네,생각을 했나봐요.
16370,꿈에서 전남친 친구가나왓는데,무슨 일이 있었나봐요.
16371,꿈에서까지 힘들게하냐,잊을 수 있을 거예요.
16372,꿈에서라도 보고싶어,꿈에서 본다면 더 마음이 헛헛할 거예요.
16373,꿈을 꿨는데 악몽이네,꿈은 현실의 반대래요.
16374,꿈을 안 꿀 수 있다면,다른 생각을 해보는건 어떨까요.
16375,꿈이 너무 리얼하네,싱숭생숭하겠어요.
16376,꿈이라는 무방비상태,꿈도 내 맘같으면 좋을텐데요.
16377,꿈인지 현실인지,정신차리세요.
16378,꿈ㅠㅠ,꿈에 나왔나요.
16379,끈어져 버린 인연의 고리,여기까지였을 거예요.
16380,끈을 놓지 말자.,마음 단단히 잡으세요.
16381,끝.,또 다른 시작.
16382,끝까지 저에게 너무했던 남자친구,좋은 사람 만납시다.
16383,끝까지 절 갖고 놀더군,갖고 노는 애들 제일 싫어요.
16384,끝까지 참 못난놈!,사랑 앞에선 진실된 모습이 좋아요.
16385,끝까지 함께 할 거라 믿었는데,사랑에는 유통기한이 있나봐요.
16386,끝나지 않을까봐 겁이나,끝을 지날 수 있을 거예요.
16387,끝날때까지 끝난게 아니라지만,끝이 보이고 있나요.
16388,끝내는게 맞을까,고민하고 있다면 그게 맞을거예요.
16389,끝이 났네,수고 많았어요.
16390,끝이 보이지 않는 터널 같습니다.,끝을 지날 수 있을 거예요.
16391,끝이났네,맘고생 많았어요.
16392,끝이네,수고했어요.
16393,끝이보였던 연애,연애하면서 힘들었겠어요.
16394,끝인가?,끝일지도 몰라요.
16395,끝인거 답은 아는데 왜 안되는걸까?,마음의 끝은 아니니까요.
16396,끝인거겠죠?,언젠간 올 시기였을거예요.
16397,나 같이 헤어진 경우도 있을까?,그럴 수 있을 거예요.
16398,나 너한테 다시 돌아가면 받아줄꺼야?? 라는 말.,후회하고 싶지 않다면 흔들리지 말아요.
16399,나 미쳤나바,그럴 수 있어요.
16400,나 심리상담 받고 왔어,마음의 짐을 좀 덜었길 바라요.
16401,나 어떡하나,무슨 일인지 말해주세요.
16402,나 잘하는 거 맞을까?,잘하고 있어요.
16403,나 정말 무뎌지고있나봐,자연스런 현상이에요.
16404,나 좀 말려 줘,흔들리지 말아요.
16405,나 편안해질까?,시간이 흐르고 편안해질 거예요.
16406,나 혼자 잡고 있던 끈이었어,같이 잡았던 끈이었을 거예요.
16407,나그네,쉬었다가 가세요.
16408,나는 괜찮다!!,괜찮은 사람이고 괜찮아질 거예요.
16409,나는 너를 거쳐간 수 많은 남자들 중 한명뿐이겠지.,그렇게 생각하지 않을 거예요.
16410,나는 더 이상 아닌거겠져.,이별은 그런 거니까요.
16411,나는 모든걸 걸어 널 사랑하는데,그게 부담일 수도 있어요.
16412,나는 열심히 잊고 있다. 하지만 마음 한켠엔 구멍이 남아있네.,구멍이 메워질 수 있을 거예요.
16413,나는 이제 아프지 않습니다.,척이 아니라면 좋겠네요.
16414,나는 좋은데 ….,현실의 벽에 부딪혔나봐요.
16415,나는 참 단순했다,단순한 게 가장 좋을 때가 있습니다.
16416,나도 모르게 니 생각을 하고 있어,사랑은 재채기 같은 거니까요.
16417,나도 좀 살게 연락 좀 하지마,차단하고 살아요.
16418,나라도 내 마음을 지켜야 하는 거야,본인 마음 좀 지켜주세요.
16419,나란 놈 참 신기한 놈이다.,알다가도 모르는게 인생이죠.
16420,나랑 만날땐 안바꾸던 프사,차단하고 보지 마세요. 눈에서 멀어집시다.
16421,나를 사랑하지 않는다네,인연이 거기까지인가봐요.
16422,나를 사랑한 그사람에게 해줄수있는것,천천히 잊어가요.
16423,나를 사랑했던 건 진심이였을까?,사랑했던 시간들이 말해주겠죠.
16424,나를 선택의 기로에 놓이지 않게하라,삶은 선택의 연속인 걸요.
16425,나를 좀 놓아달라는 여친. 혹시 가능성은 있을까? 죽을 것 같네.,당신에게는 선택권이 없네요.
16426,나만 구질하게.ㅜㅜ,구질구질해도 괜찮아요.
16427,나만 그대로다,그대로인 건 없어요.
16428,나만 아직 그자리인거 같아,제자리 걸음이어도 괜찮아요.
16429,나만 힘든 거였구나,마음이 약해 탈이네요.
16430,나만 힘든가 보네,마음이 약해 탈이네요.
16431,나만 힘든거 같아,더 사랑했나봐요.
16432,나만 힘든건지,아닐 거예요.
16433,나만 힘든것같아,더 사랑했나봐요.
16434,나만의 착각이었나보네,사람 속은 알기 힘들대요.
16435,나만큼 힘들지 않았으면 좋겠습니다,끝까지 멋있네요.
16436,나쁜 꿈을 꿨어,꿈은 현실의 반대래요.
16437,나쁜 마음이 듭니다.,나쁜 마음 버리세요.
16438,나쁜 사람 잊는방법,재활용도 안되는 사람에 대한 기억으로 괴로워 말아요.
16439,나약한 생각,절대 나약하지 않아요.
16440,나없이행복한가봐,잊으세요.
16441,나의 기억은 또 다시 시간을 걷는다.,오늘로 돌아오세요.
16442,나의 약점,나의 장점.
16443,나의 이별 이야기,길지 않길 바랄게요.
16444,나의 자만심 때문에,배려심을 가져보세요.
16445,나이먹을수록 더 힘드네,나이에 상관이 없죠.
16446,나하긴 싫고 남주긴 아깝다는 심리인가,계륵.
16447,나한테 욕 좀 해줘,XX놈아!
16448,나한테 지쳐서 떠난여자,행복하길 바라면 보내주세요.
16449,난 나대로 걍 산다,나대로 사는게 좋죠.
16450,난 너한테 결코 네버 절대로 연락 안할거다.,이 결심 변치마세요.
16451,난 또 바보ㅠㅠ,바보를 사랑하는 사람이 있을 거예요.
16452,난 아니라네.,사랑해주는 사람이 있을 거예요.
16453,난 안돼 난 못 받아들여 제발,이제 현실을 받아들이세요.
16454,난 왜이리 바보 같을까.,이제 같은 실수를 반복하지 않으면 돼요.
16455,난 잘못이 없다,천천히 생각해보세요.
16456,난 잘지내고 있어,다행이에요.
16457,날 버려달라고,슬프네요.
16458,날 보는걸 벌레 보듯하던 니 시선,전 반짝반짝 보고 있어요.
16459,날씨가 갑자기 추워져서인지.,마음도 추운가요.
16460,날씨가 제 마음같네.,마음도 추운가요.
16461,날씨가 좋네,좋은 사람이 찾아오려나봐요.
16462,날씨가 좋아서 좋긴한데 또 싫네,복잡하네요.
16463,날씨가 차서 그런지,마음도 추운가요.
16464,날씨가 참 안도와주네,그래도 웃어 보아요.
16465,날이 꿀꾸리,그래도 웃어 보아요.
16466,날이 많이 추운데.,감기 조심하세요.
16467,남긴게 없이 줬다고 믿어.,좋은 마음이네요.
16468,남동생한테 자꾸 화내게 되네,화를 참는 연습을 해보세요.
16469,남들이 다 겪는 그저그런 8년의 사랑이야기.,당신의 소중한 추억.
16470,남은건 너의 빈자리,빈 자리도 채워질 거예요.
16471,남자 못믿겠어.,믿게 할 남자가 생길 거예요.
16472,남자가 못잊는 여자,당신.
16473,남자들에게 말 못하는 여자들의 이별 세가지.,세 가지 이상이죠.
16474,남자들은 원래 이런가?,일반화하기 어려워요.
16475,남자분들 궁금해,무엇이든 물어보세요.
16476,남자분들 질문이,직접 물어보세요.
16477,남자분들께 궁금 해.,직접 물어보세요.
16478,남자의심리 모르겠어,직접 물어보세요.
16479,남자인지 여자인지 알려줘,아직 모르겠어요. 인공지능에 성별을 만드는 사람이 되어 주세요
16480,남자친구 물건.,정확히 말해주세요.
16481,남자친구 조건 때문에 헤어졌어.,조건도 중요한 요소니까요.
16482,남자친구가 이별준비를 하는 것 같아,마음이 아프네요.
16483,남자친구의 말 뜻,직접 물어보세요.
16484,남자친구의 바람으로 오늘 이별했습니다.,바람둥이랑은 이별하기 잘했어요.
16485,남자후폭풍,후폭풍은 항상 오죠.
16486,남친과 헤어진지 12일째.,얼마 안 됐네요.
16487,남편과 별거한지 3달 되었네,진지한 대화를 나눠보세요.
16488,낭만이라고는 없어가지구,낭만적인 거 좋아하시는구나!
16489,낮술먹는날 우울터짐,술 많이 드시면 더 무너져요.
16490,낮에는 그나마 괜찮은데,밤에는 힘든가요.
16491,내 나이 어떻해,나이 상관없어요.
16492,내 마음과 머리가 이해가 안가네,마음이랑 머리가 따로 놀죠.
16493,내 마음에 마지막 인사,마음이랑 잘 인사해요.
16494,내 마음을 정리하기가 어려워,하나씩 보내주세요.
16495,내 머리 속에 지우개가 있으면 좋겠어,시간이 지워줄 거예요.
16496,내 발등 내가 다시 찍었네,발등이 얼른 아물길 바랄게요.
16497,내 사랑에게,잘 지내길 바라요.
16498,내 사랑은 그저 집착일 뿐이다.,사랑은 사랑이에요.
16499,내 사랑의 끝은 이별이지만,더 좋은 시작이 있을 거예요.
16500,내 생각 하나만 바꾸면 편할텐데.,하나 바꾸는 게 힘들지요.
16501,내 생각을 하고는 있을까?,궁금해하지마세요.
16502,내 안에서 없애고 싶다,시간이 해결해줄 거예요.
16503,내 욕심일 뿐이지,사랑인 거예요.
16504,내 이기심과 욕심이 그녀를 떠나게 한거 같아,다시는 그러지 않겠다고 솔직하게 이야기해보세요.
16505,내 이름이 없어,확인해달라고 해보세요.
16506,내 자신을 사랑하라.,옳소.
16507,내가 그리운만큼 그대도 그리운가,궁금해하지마세요.
16508,내가 나쁜 놈이지,당신은 좋은 사람이에요.
16509,내가 나쁜놈인가.,당신은 좋은 사람이에요.
16510,내가 나에게 해주고 싶은 말,더 좋은 사랑이 찾아 올 거예요.
16511,내가 너의 곁에 잠시 살았다는걸,잊지마세요.
16512,내가 더 좋아하는 것,당신.
16513,내가 만난 최악의 여자,이제 최선의 여자를 만날 차례예요.
16514,내가 멍청한건가,멍청하지 않아요.
16515,내가 뭘 좋아하는지 잘하는지 모르겠어,하나라도 있을 거니 열심히 찾아보세요.
16516,내가 사랑했던 사람,잘 지내고 있을 거예요.
16517,내가 싫대,나 좋다는 사람 만나세요.
16518,내가 얼마나 찾아야 할까.,여유를 갖고 찾아보세요.
16519,내가 예민한걸까?,넓은 마음을 가져보세요.
16520,내가 왜 고집부렸을까,그땐 그게 맞다고 생각했으니까요.
16521,내가 이상한건가?,이상하지 않아요.
16522,내가 잊어야 그 사람이 날 그리워하는 날이 온다,이 말 기억하세요.
16523,내가 잘못햇나!?,천천히 생각해보세요.
16524,내가 제일 무서운건.너를 못잊을것 같은거야.,잊을 수 있을 거예요.
16525,내가 힘든 이유,자신이 알고 있겠죠.
16526,내가노력해 봐도.,시간이 대신 노력해줄 거예요.
16527,내가미쳤지,당신을 탓하지 마세요.
16528,내게 전화라도 해줬으면 좋겠다.,기다리지 마세요.
