,Q,A
2942,영원한 사랑이 되길,영원한 사랑 하고 싶다.
2943,영원히 함께 했으면 좋겠다,영원히 함께 했으면 좋겠다
2944,영화 보러 왔어,영화보고 왔다
2945,영화 보자는데 나한테 관심 있나?,영화 보자는데 나한테 관심 있나?
2946,영화 추천,어떤 영화 볼까
2947,영화가 재미 없어,영화봤는데 재미 없어
2948,영화같은 사랑 하고 싶어,영화같은 사랑 하고 싶어
2949,영화관 알바하면 좋겠다.,영화관 알바 하고 싶다
2950,영화관 혼자 왔어,혼자 영화보러 왔어
2951,영화볼때 너무 목소리가 큰 남자친구가 고민,영화볼때 너무 목소리가 큰 남자친구가 고민
2952,옆에 있는 사람한테 너무 소홀했던거 같아,옆에 있는 사람이 중요해
2953,예능도 이제 재미없어,예능 볼 게 없다
2954,예랑이 턱시도 멋져,예비 신랑이 턱시도 멋져
2955,예랑이가 대리효도시키는 건 아니겠지?,예랑이가 대리효도시키는 건 아니겠지?
2956,예랑이가 마마보이인듯,예비 신랑이 마마보이같아 걱정이야
2957,예비 시어머니가 이상해,시어머니될 사람이 진짜 이상해
2958,예쁘니까 좋아하나,예쁘니까 사랑하는 건가?
2959,예쁘다고 말해줘,성형 안해도 예쁜데
2960,예쁘면 다냐ㅠㅠ,예쁘면 다냐
2961,예쁜데 연애 안하는 여자,예쁜데 연애 안하는 여자
2962,예식장 취소했어,예식장 취소했어
2963,예의 차리래 지는?,나한테만 예의 차리래
2964,예전에는 비슷했는데,어렸을때는 비슷했던 거 같은데
2965,오 좀 멋있는데,너무 멋있다
2966,오늘 가는 모임에 짝남이 있는데.,오늘 가는 모임에 그 사람이 있는데.
2967,오늘 기분은 설명이 안돼,오늘 기분을 뭐라고 해야하나
2968,오늘 길 많이 막히더라,오늘 길 너무 막히더라
2969,오늘 까먹고 아무 것도 안 가져 왔다,오늘 아무 것도 안 가져 왔다
2970,오늘 꿈에는 짝남이 나왔으면.,오늘 꿈에는 짝남이 나왔으면.
2971,오늘 나 좀 잘생겨 보인다.,나 오늘 따라 잘생겨 보이네
2972,오늘 데이트각이야.,오늘 데이트할 거 같아.
2973,오늘 따라 보고 싶네,오늘 따라 더 보고 싶네
2974,오늘 또 하루 살았네,나는 그냥저냥 사는 거 같아
2975,오늘 라면 먹고 싶어,오늘 라면 먹어야지
2976,오늘 만나기로 했는데 빈손으로 나가?,오늘 만나기로 했는데 빈손으로 나가?
2977,오늘 뭐 재미있는거 하는 날인가,뭐 볼까?
2978,오늘 백일이야,오늘 우리 만난 지 백일됐어
2979,오늘 보름달이다.,보름달 떴다
2980,오늘 보름달이야,보름달을 봤어
2981,오늘 서점에서 이상형 봤어,오늘 서점에서 이상형 봤어
2982,오늘 야근인가,야근각
2983,오늘 왠지 고백 받을 것 같음.,오늘 왠지 고백 받을 것 같음.
2984,오늘 운이 꽝이다,오늘 운이 안 좋았어
2985,오늘 저녁 뭐 먹을까,오늘 저녁은
2986,오늘 점심 뭐 먹을까,오늘 점심은
2987,오늘 좋아하는 애한테 고백했는데.,오늘 좋아하는 애한테 고백했는데.
2988,오늘 짝남 만나는데 옷이 없다.,오늘 짝남 만나는데 뭐 입지.
2989,오늘 짝남이 썸녀 생긴거 알게 돼서 술 좀 마셨어요.,오늘 짝남이 썸녀 생긴거 알게 돼서 술 좀 마셨어요.
2990,오늘 짝녀 만나기로 했는데 옷이 없네.,오늘 짝녀 만나기로 했는데 옷이 없네.
2991,오늘 짝녀 만나는데 뭐 입나.,오늘 짝녀 만나는데 뭐 입나.
2992,오늘 짝녀가 썸남 생긴거 알게 되고 한 잔 했습니다.,오늘 짝녀가 썸남 생긴거 알게 되고 한 잔 했습니다.
2993,오늘 처리할 일이 쌓인다,오늘 처리할 일 너무 많아
2994,오늘 치마랑 바지 뭐 입지?,바지 입을까? 치마 입을까?
2995,오늘 큰맘 먹고 연락했습니다,오늘 큰맘 먹고 연락했습니다
2996,오늘 하루도 이렇게 마무리,오늘도 끝
2997,오늘 화장 떴어,오늘 화장이 안 먹어
2998,오늘나 어제이나 똑같아,오늘도 어제랑 똑같아
2999,오늘도 공기가 뿌얘,오늘도 날씨가 뿌얘
3000,오늘도 그냥 그냥 다갔네.,오늘도 그냥 그냥
3001,오늘도 꾸준히 회사 가시 싫다.,회사 가기 시러
3002,오늘도 또 이렇게 가는구나,별다를 게 없는 하루
3003,오늘도 사랑해,사랑해
3004,오늘도 짝남이 멋졌어.,오늘도 짝남이 멋졌어.
3005,오늘도 짝사랑하는 남자 땜에 우울해요.,짝사랑하는 남자 땜에 우울해요.
3006,오늘도 짝사랑하는 여자 땜에 술 마시는 중.,짝녀 땜에 술 마시는 중.
3007,오늘도 짝사랑하는 여자가 정말 이뻤습니다.,오늘도 짝사랑하는 여자가 정말 이뻤습니다.
3008,오늘도 퇴근길 엄청 막히네,퇴근길 엄청 막히네
3009,오늘도 힘차게 시작,힘차게 시작
3010,오늘따라 너무 힘들게 한다.,사람들은 왜 이렇게 날 힘들게 할까
3011,오늘은 결재가 나야 할텐데,오늘은 결재 받아야지
3012,오늘은 교회 안가면 안될까,교회 가기 싫어
3013,오늘은 내가 기분이가 좋아,오늘 기분 좋아
3014,오늘은 또 뭐 입냐,입고 나갈 게 없어
3015,오늘은 별도 안 보이네,별이 안 보여
3016,오늘은 샐러드만 먹어야지,샐러드 먹어야지
3017,오늘은 쉬고 싶다,오늘 그냥 쉬고 싶다
3018,오늘은 진짜 대청소 한다.,대청소 해야지
3019,오늘은 집에 있고 싶어,아무 데도 안 나가고 집에 있고 싶다
3020,오늘은 학교 가고 싶지 않아,학교 가기 싫다
3021,오늘처럼 사랑하기,오늘처럼 사랑하기
3022,오디션 도전해볼까,오디션 나가볼까
3023,오래 만나고 싶은데 짧은 연애만 했어 내가 문제가 있나?,오래 만나고 싶은데 짧은 연애만 했어 내가 문제가 있나?
3024,오래 만나는 방법 있어?,오래 만나고싶은데
3025,오래 못 가는 연애,오래 만나서 지겨워진 거 같아
3026,오래 살아야 할텐데,오래 살고 싶어
3027,오래 살아야할텐데,오래 살고 싶다
3028,오래된 게 좋은 것도 있지,오래된 게 좋겠지
3029,오랜 연애로 여자친구가 잘 안꾸미고 나오는게 고민임.,오랜 연애로 여자친구가 잘 안꾸미고 나오는게 고민임.
3030,오랜 연애인데도 좋아,오랜 연애인데도 좋아
3031,오랜만에 서점에 갔었어,서점에 들렀어
3032,오랜만에 아침 먹었어,아침 먹었더니 든든하네
3033,오랜만에가슴이뛰어,오랜만에 가슴이 두근거려
3034,오랜만이네,오랜만이네
3035,오랜연애로 남자친구가 더 이상 새롭지않은게 고민임.,오랜연애로 남자친구가 더 이상 새롭지않은게 고민임.
3036,오랫동안 썸만 타고 솔로인건 왜그래?,오랫동안 썸만 타. 뭐가 문제임?
3037,오랫동안 연애 안한 사람이랑 사귀는 거 괜찮아?,오랫동안 연애 안한 사람이랑 사귀는 거 괜찮아?
3038,오로라 보러 여행 가고 싶다,오로라 보러 가고 싶다
3039,오토바이 있었으면 좋겠다,오토바이 사고 싶어
3040,오토바이 타고 싶은데 무서워,오토바이 위험하겠지?
3041,오토바이 타러 가고 싶다.,오토바이 타고 싶다
3042,온다고 했는데 왜 안 오지?,온다고 했는데 왜 안 오지?
3043,올해 계속 안 좋네,올해 왜 이러지
3044,올해 왜 이렇게 엉망이지,올해 왜 이러지
3045,올해 이상해,올해 왜 이러지
3046,옷 걸 데가 없어,옷장이 점점 줄어들어
3047,옷 사 줘,옷 좀 사줘
3048,옷은 많은데 입을 게 없어,입을 거 없다
3049,와 체육대회다,체육대회한데
3050,와인 콜?,와인 한 잔 할까
3051,와인 한잔 짠~,와인 마실까?
3052,와플 기계사서 집에서 만들어 먹고 싶다,와플 기계 사고 싶다
3053,완벽하게 좀 하고 싶다.,완벽해지는 방법
3054,완벽한 사람이 되고 싶어,완벽해지고 싶어
3055,완전 계탄 느낌,나 완전 계탔어!
3056,완전 귀여워,완전 귀여워
3057,완전 시간 아까워,시간 아까워
3058,완전 재미 없거든,재미 없어.
3059,완전 좌절이다.,좌절 중이야
3060,완전히 마음에 들지는 않는데 만나도 될까?,완전히 마음에 들지는 않는데 만나도 될까?
3061,왕따된 거 같아,친구들이 나만 왕따시키는 거 같아
3062,왕따인가 봄,나 왕따야
3063,왜 갑자기 연락했을까?,왜 이제서야 연락했을까?
3064,왜 결혼 안하니 묻지 좀 마,왜 결혼 안하니 묻지 좀 마
3065,왜 교양도 들어야 해,전공만 듣고 싶다
3066,왜 나를 의심하지,증거도 없으면서 나만 의심해
3067,왜 나한테 피해를 주냐고 ,피해는 주지 말아야되는 거 아니야?
3068,왜 내 마음을 몰라주지?,왜 내 마음을 몰라주지?
3069,왜 내가 해야 하지?,내가 왜 해야하는지 모르겠어
3070,왜 답장을 안하지,왜 카톡 답장을 안하지
3071,왜 때문에 나만 시키냐고,왜 나만 시키지
3072,왜 말을 이해를 못하냐구,왜 말을 못해 말을 못하냐구
3073,왜 맨날 속는 건 나인거지?,나 맨날 속는 거 같아
3074,왜 비난만 할까,내가 말하면 왜 비난만 할까
3075,왜 사랑한다고 표현을 안 할까?,왜 사랑한다고 표현을 안 할까?
3076,왜 성적이 안오를까?,공부방법이 잘못된걸까?
3077,왜 싸웠는지도 기억 안나,싸운 이유도 기억 안나
3078,왜 연락 안 하지,마음에 드는 거 같은데 고백을 왜 안 하지
3079,왜 이런 일이 일어날까,나한테만 왜 이런 일이 일어날까
3080,왜 이렇게 쓸쓸하지,외로워
3081,왜 이렇게 태어났을까?,나는 왜 이렇게 태어났을까?
3082,왜 이제 찾는걸까?,왜 이제서야 찾아온거야?
3083,왜 자꾸 나한테 귀엽다고 하지? 날 좋아하나?,왜 자꾸 나한테 귀엽다고 하지? 날 좋아하나?
3084,왜 좋아하는 마음은 그만두지 못할까.,왜 좋아하는 마음은 그만두지 못할까.
3085,외국어 꼭 해야되나,외국어는 필수인가
3086,외로워서 그런건지 진짜로 좋아하는 건지 모르겠어요.,외로워서 그런건지 진짜로 좋아하는 건지 모르겠어요.
3087,외모는 내 취향인데 좋아하는 걸까?,외모는 내 취향인데 좋아하는 걸까?
3088,외식 너무 많이 했다,이번달에 외식 너무 많이 했다
3089,외제차 갖고 싶다,외제차 타고 싶어
3090,외향적이면 좋을텐데,활발한 성격 갖고 싶다
3091,왼손잡이가 뭐 어때서,왼손잡이가 잘못이야?
3092,요가 온 아줌마들이 참견해,요가하는데 아줌마들이 참견해
3093,요구하거나 제안했을 때 뭐라고 리액션해야할지 모르겠어,요구하거나 제안했을 때 뭐라고 리액션해야할지 모르겠어
3094,요리 재밌어,요리하는게 재밌어
3095,요즘 내가 내가 아닌 거 같아,요즘 내가 내가 아닌 거 같아
3096,요즘 눈에 띄는 남자애,요즘 눈에 띄는 남자애가 있는데
3097,요즘 눈에 띄는 여자애,요즘 눈에 띄는 여자애가 있는데
3098,요즘 뉴스가 재미가 없네,뉴스 재미없어
3099,요즘 드라마 너무 재밌네,요즘 드라마가 땡겨
3100,요즘 맨날 좋아하는 오빠가 꿈에 나와요.,요즘 맨날 좋아하는 오빠가 꿈에 나와요.
3101,요즘 사람이 무서워,사람이 제일 무서워
3102,요즘 웃을 일이 없네,웃을 일이 없네
3103,요즘 자꾸 까먹어,요즘 자꾸 깜빡깜빡해
3104,요즘 좋아하는 남자애가 꿈에 나오는데.,요즘 좋아하는 남자애가 꿈에 나오는데.
3105,요즘 핫한 건?,요즘 핫한 게 뭐야
3106,욕먹었어 여자친구한테,여자친구가 욕했어
3107,용기내볼까?,용기내볼까?
3108,용돈 벌써 다 썼어,용돈 넘 적어
3109,용돈 벌써 없어,용돈 다 썼어
3110,용돈 인상해 달라고 말할까,용돈 올려줬으면
3111,우리 같이 놀자,나랑 놀자
3112,우리 남편 또 늦게 들어와,남편이 맨날 늦게 들어와
3113,우리 둘이 모은 돈으로 결혼해야 돼,우리 둘이 모은 돈으로 결혼해야 돼
3114,우리 반 남자애 좋아하게 됨.,우리 반 남자애를 좋아하는데
3115,우리 반 여자애 좋아하게 됨.,우리 반 여자애를 좋아하는데
3116,우리 반 여자애가 나를 좋아하는 것 같아.,우리 반 여자애가 나를 좋아하는 것 같아.
3117,우리 반에 좋아하는 남자애가 있어.,우리 반에 좋아하는 남자애가 있어.
3118,우리 반에 좋아하는 여자애가 생김.,우리 반에 좋아하는 여자애가 생김.
3119,우리 사귀는 거 맞겠지?,우리 사귀는 거 맞겠지?
3120,우리 사랑이 영원했으면 좋겠어,우리 사랑이 영원했으면 좋겠어
3121,우리 사랑이었을까?,우리 사랑이었을까?
3122,우리 언니 남친이 날 좋아하는데 방법 좀.,우리 언니 남친이 날 좋아하는데 방법 좀.
3123,우리 집에도 고양이 있으면 좋겠다.,고양이 키우고 싶어
3124,우리 학과 어떤 애 쫌 훈훈하다,우리 과에 좋아하는 애 있어
3125,우리가 좋은데 왜 반대하시지,두 사람만 좋으면 되는줄 알았는데 아니었나봐
3126,우리반 남자애가 나 좋아하는 걸 너무 티내.,우리반 남자애가 나 좋아하는 걸 너무 티내.
3127,우리반 여자애가 나 좋아하는 거 너무 티냄.,우리반 여자애가 나 좋아하는 거 너무 티냄.
3128,우리의 사랑은 끝났어,우리의 사랑은 끝났어
3129,우리집 망했다,우리집 망한 거 같애
3130,우린 운명이었어,우린 운명이었어
3131,우린 운명인줄 알았는데,우린 운명인줄 알았는데
3132,우산 놓고왔다.,우산 잃어버렸어
3133,우산 또 사야하나,우산 몇 개째 사는 건지
3134,우산 또 안가지고 왔다,우산 또 놓고 왔어
3135,우산 없는데 같이 쓰자고 할까 너무 진부한가,우산 같이 쓰자고 해볼까?
