,Q,A
935,예뻐서 울고 있어요. 근데 너무 비싸네요.,요정 같아요. 또나님이 입어 주신다고요?
936,동생한테 민증 발급하라고 편지 왔어요. 님들아 00년생 이제 민증 생겨요! ,내 동생은 12월생이네요.
937,안녕하세요. 배가 고파요. 아마 오늘은 신전 떡볶이 아니면 치즈 돈까스예요. ,반반이니까 둘 다 먹어요. 
938,장어 먹고 싶어요!,푸레님 저희 집 장어집 해요! 먹으러 오셔요! 
939,학원 마치고 다시 학교 왔어요. 오늘은 몇 시에 집에 가게 될까요?,"아아, 일락님 힘내세요. "
940,은행에 일 보러 갔는데 창구 직원이 신분증 보면서 저기 여기 숫자가 1인데라고 하길래 트랜스젠더라고 했더니 인감으로 일 처리하면 신분증 안 보여줘도 된다고 앞으로 인감 가지고 다니라고 조언해줬어요. 친절해요. ,귀찮으니 그냥 민증 들고 다녀요. 숨길게 뭐 있다고요.
941,금요일 공강인데 왜 때문에 체육대회 필참일까요. 목요일 끝나자마자 집 가려고 했는데 쉬는 날 하루 말아 먹었어요.,2학년도 체육대회 필참인가요? 진짜 싫네요. 진짜 연래쨩 고생이 많네요. 빠지면 또 학점 깎는다고 하겠죠?
942,너무 예쁘네요.,이거 벌써 걸렸네요. 저도 보러 가고 싶어요. 
943,"팀원 두 명이 다이어트 한다고 해서 900원짜리 마카롱 사 와서 돌렸더니 잘 먹네요. 내가 이 사람들 900원에 샀어요. 아이고, 싸네요.",그 고민할 때 머리 양옆에 나타나는 조그마한 천사랑 악마 중에 악마 같아요.
944,팀원 두 명이 다이어트 한다고 해서 900원짜리 마카롱 사 와서 돌렸더니 잘 먹네요. 내가 이 사람들 900원에 샀어요. 아이고 싸다 ,마리웨일인가요?
945,이러고 집 가는데 사람들이 날 너무 한심하게 보는 게 티가 나네요. ,자아 존중감을 가져요.
946,지금 내 앞에 도넛 가게 있는데 쟤가 나 유혹하네요. ,넘어가버리세요. 
947,조기 퇴근 좋아요. ,박수 짝짝 치세요. 
948,왜 다들 7월에 부산 코믹월드 가는 거예요! ,전 안 가요.
949,판교역 CGV에는 가독성이 매우 떨어지는 영문 안내판이 걸려있어요. 한글도 아니에요. 폰트가 눈에 띄는 것도 아니에요. 간판 크기도 작아서 정말 최악이네요.  ,빛이 글자를 통과해서 글씨가 뚫어진 듯한 폰트네요. 
950,오전에 내과 가니 스트레스성 위염일 거라는데 역시 회사 그만 다녀야 해요. 백수로 놀던 때는 이런 병이 걸린 적이 없었는데요. ,빨리 그만둬요. 
951,네모난 수박 나왔으면 좋겠어요. 냉장고에 넣기 힘들어서 안 사 먹게 돼요. ,저는 수박 사자마자 수박 칼로 해체 한 후 큰 김치 통에 담아 놔요. 한 번 부지런하면 먹을 때 그냥 퍼먹으면 돼서 저 같은 게으름뱅이한테는 최고예요.
952,디이님이랑 밥 먹으러 왔어요!  ,살살 녹겠어요.
953,이번 여름엔 어디로 갈까요? ,일본이지 어디겠어요.
954,수육튀김 대박이죠? ,"우와, 어디에요? "
955,퇴근시간에 외근 가니 사람이 많네요. 오늘은 밤샘인가 봐요.,야근이에요?
956,널 또 먹을 수 있다니 반가워요. ,저게 그건가요? 나폴리탄? 
957,대학로에 진짜 예쁜 카페 백만 개있어요. ,어딨어요? 추천 좀 해주세요.
958,오늘은 기분이 좋으니 냉동 조질게요.,영내에서 할 수 있는 최고의 사치죠.
959,돈 없다면서 먹을 거 사 먹을 돈은 있는 저예요. 군것질 줄여야 할 텐데요. 갑자기 큰 사이즈 3만 원에 팔길래 사 버린 과자랑 제철 체리가 맛있네요. ,맛있겠어요. 제니 베이커리! 체리랑 같이 있으니까 더 스위티 해 보여요. 저도 돈 없는데 먹는 건 참지 못 해요.
960,영화관 왔어요. ,나도 가고 싶어요. 
961,이름 부르면 쳐다보는 게 너무 신기해요.  ,너굴이가 키우는 고양이에요? 너무 귀여워요. 진짜 이쁘게 생겼어요.
962,동네에 명랑핫도그 생겼네요.,맛있어요. 2000원짜리 점보 드셔요. 모짜렐라도 한 번쯤은 먹어 볼만한 맛이에요. 
963,도대체 비트코인이 뭐 때문에 저렇게까지 가격이 오른 건가요? ,돈 세탁하기 좋잖아요. 
964,평일인데 알바를 가셨군요.   ,맞아요. 이제 실습 노예에서 알바 노예가 되었어요. 
965,비트코인이 뭔가요?,개별 암호화 방식으로 생산 되는 전자화폐예요. 
966,숙소 도착했는데 너무 작아요. 12인실이라면서요. ,겟님 원래 다 그래요. 12인실에 20명 들어가고 그렇죠 뭐. 저희 때도 완전 다닥다닥 붙어있었어요.
967,물리치료받고 왔어요.,아파요? 
968,키 작은 여자 쇼핑몰이라면서 모델이 165cm에요. 뭐죠.,키 작은 여자 쇼핑몰 쇼퍼랜드 추천해요. 가격도 질도 괜찮아서 얼마 전에 거기서 20만 원어치 샀어요.
969,사야 할 게 생겼어요. 아시아나 굿즈 팀 더 일해요. 항공 덕후치곤 아직 많이 부족하지만 이건 질러야겠어요.  ,너무 퀄리티가 낮아요. 
970,맞다. 휴대폰 고쳤어요. ,오늘 서비스센터 갔는데 노트 2 액정 남은 게 딱 하나 있어서 그걸로 고쳤어요. 
971,"아니, 이 동네는 양아치 동네인가요. 맨날 10명에서 20명씩 무리 지어서 우리 가게에 들어오네요.",형 거기 무서운 동네였어요? 
972,뭐죠. 모르는 사람한테 전화 왔어요. 근데 이름이랑 번호가 같이 뜨네요.,기억해주세요! 
973,제발 한국을 뜨게 해주세요 정말로요.,같이 떠요. 려름님. 저 요즘 알래스카 가서 새로운 개척 산업이나 할까 생각 중이에요. 
974,브러쉬 엄청 많은데요?,저도 다이소 브러쉬 사용하고 있어요! 
975,고3 하기 싫어요. 야자 하기 싫어요. 수능 보기 싫어요. ,해치님 저도요. 논문 대회도 앞둬서 종일 관련 논문 읽다가 이제 자습 올라가요. 학교 싫어요.
976,저번에 예비군 가니 트레이너 하던 아저씨가 있어서 운동을 어떻게 하면 좋을까요라고 물었더니 일단 좀 많이 드세요라는 대답을 들었어요. 내가 봐도 무슨 닭발 같네요.  ,벌크업이면 식사랑 하체하면 돼요. 
977,밥 먹으러 왔는데 가게 왔어요.  ,분위기 대박이네요.
978,휴가 쓰고 대만 갈까 진지하게 고민 중이에요. ,대만 진짜 좋아요. 저 2월에 갔다 왔는데 이번에 또 갈려고 생각 중이에요.
979,아산 가요. 아산 멀어요.,저런.
980,"아, 일본 가고 싶어요.",저도요.
981,하루 매출 1억 원인 에그타르트 가게가 있다길래 뭐지 하고 봤더니 유럽투어 갔을 때 들렀던 곳이네요.,진짜 맛있어요. 
982,전주 그날 못 갈 거 같아요. 나 그날 생각해보니 16일에 하계 계절학기 시험 있어요. 아마 가을쯤 가게 될 거 같아요. 추석쯤 뒤로요.,그래요.
983,5개씩 랜덤인데 어떤 걸 사야 하나요? 가격 비교도 해봤는데 어려워요.,저럴 때 내적 갈등이 심해져요. 그리고 선택을 하지 못할 때는 전부 사는 거죠.
984,예! 내일 학교 안 가요.,부러워요. 개교기념일이에요?
985,나 원래 플레인 요거트 안 먹었었는데 요즘은 하루에 한 그릇씩 먹어요. 맛있어요! 엄마가 엄청 큰 가게에서 쓰는 플레인 요거트 두 개 받아와서 행복해요! 솔직히 엄청 달긴 하지만 달아서 좋아요.,오오 저 플레인 요거트 엄청 좋아해요!
986,지난주에 고속 터미널에서 산 스타티스가 잘 말랐어요.,예뻐요.
987,나 얼굴에 다크서클 어떡하죠. 흠,자면 없어지지 않아요?
988,아 사진들 보니까 전시회 빨리 가고 싶어요.,내 친구도 전시회 간대요.
989,퇴근이에요.,고생하셨어요!
990,티타임이에요.,오믈렛 저거 맛있어요?
991,우리 가게 찹스테이크에요.,맛있겠어요. 
992,이거 샀어요.,와 추억 생각나요.
993,내일모레 또 오랜 시간 비행기를 타는데 비행기에서 소설이 제일 잘 써지는 것 같아요. 왜냐하면 할 게 그것밖에 없거든요.,아니 벌써 가시나요. 이럴 수가!
994,"그러고 보니 나 네일아트 받고 생각 든 게 아, 너무 좋아 이거 또 받고 싶어! 가 아니라 진짜 재밌네! 나도 해 주고 싶어! 였어요.",그래서 네일아트 하시는 분한테 이것저것 물어봤어요. 난 네일 관리 세트를 살 거예요. 우리 언니랑 우리 엄마랑 내 친구들의 손톱은 내 거예요.
995,"버스 고민이에요. 왕복할 때 한 번은 일반 버스 타고 한 번은 프리미엄 버스 타야 할 것 같은데, 서울로 올라갈 때 프리미엄을 탈까요 귀가할 때 프리미엄을 탈까요?",프리미엄요? 우등 말고 이번에 새로 나온 거요?
996,겟아웃 봤어요.,그거 되게 무섭다고 들었어요.
997,배고파요.,밥 먹었어요?
998,와 이사 거의 하루 남았어요. 이럴 수가,다른 집 이사 갈 때 느낌 좋아요. 나만 그래요?
999,제주도 바다색 진짜인가요? 진짜예요. 정말 너무 예뻤고 오랜만에 자연경관에 진심으로 감동받았어요.,제주도 너무 좋아요. 진짜 꼭 한 번 혼자 느긋하게 여행 가고 싶어요.
1000,앗 그렇다면 타자 쳐서 필기하고 한글로 레포트 쓰실 일이 더 많으시려나요! 많이 무거운 프로그램 돌리시는 게 아니면 아이패드프로 사셔도 별 무리는 없을 것 같은데 고학년이 되면 노트북 필요할 수도 있겠네요.,하지만 그러려면 애플 펜슬에 전용 키보드까지 사셔야 돼요. 가격이 노트북이랑 비슷해지니 이 정도면 그냥 노트북 사시는 게 나을 것 같기도 해요.
1001,양념 막창이나 김치 삼겹살 먹고 싶어요.,김치 삼겹살 진짜 좋아요.
1002,"안녕하세요! 지금 2학기 국가장학금 신청하려 하는데 1, 2유형 중에 뭘 신청해야 하는 건가요?","국가장학금은 한 번의 신청으로 1, 2, 다자녀 유형이 함께 신청돼요. 추후 심사를 통해 해당되는 유형으로 최종 결과가 발표되니  국가장학금 신청 후 서류 제출 및 가구 원 동의 완료 여부를 확인해주세요."
1003,6월에 비행기 표 끊어도 남아있을까요?,제가 매번 출국 1-3주 전에 끊어봐서 아는데 의외로 남아있어요. 가끔 취소 특별 가격표가 떠요.
1004,이거 나왔어요! 너무 귀여워요.,중복 하나 나 주세요.
1005,집 가요.,그래도 하루 쉬고 청주 가니 다행이에요.
1006,내 렌즈 아름다움을 봐달라니까요.,정말 예쁘다!
1007,음 컵라면 보니까 생각나는데 일본 컵라면은 누가 봐도 확실히 맛을 알겠다! 하는 거 아니면 안 먹는 게 낫겠더라고요. 일단 엄청 짜요.,야끼소바가 맛있어요.
1008,미니2랑 탭s2 넥서스 9 중에서 뭘 살까요?,미니 2죠! 
1009,2층 갈 사람 있나요? 첫 콘서트에요.,혹시 몇 구역이에요?
1010,오 이제 자도 돼요.,주무세요.
1011,아 맞아요. 나 생일이에요.,생일 축하해요! 헉 지금 제가 해 드릴 수 있는 게 박수뿐이라니요. 우리 또 술 한잔해야죠! 초코우유도 마시고! 히히 생일 축하해요! 짝짝짝!
1012,이거 조금 귀여운 듯해요. 헉 머리 왜 이렇게 자랐어요. 염색해야겠어요.,귀엽다는 뜻이지요?!
1013,요즘 저녁 밖에서 대충 먹었더니 살쪘어요. 앞자리 수가 바뀌기 직전이에요.,많이 바쁘셨나 봐요.
1014,결국 가게 되겠군요. 기쁜 일인가요?,어디가요?
1015,어 지금 녹차를 많이 마셨는데 부작용에 이뇨작용이 있었을 줄 몰랐어요.,녹차에는 카페인이 들어있어서 화장실 자주 가게 돼요.
1016,스테이크에 샐러드 나오는 줄 모르고 샐러드 또 주문해서 결국 남겼지만 실컷 먹었어요.,맛있어 보여요.
1017,아 서울 부러워요. 디저트,나도 서울 가고 싶어요. 맛있는 건 다 서울이에요.
1018,오예 7월에 일본 여행 가요.,어서 오세요! 
1019,어제 한 끼도 안 먹었어요.,주무시기 전에는 항상 배를 든든하게 하셔야죠!
1020,눈이 너무 아파서 깼는데 지금 눈 상태 심각해요. 내가 거울 보기 무서울 정도로 빨개요.,괜찮으신 건가요?
1021,어느 나라일까요?  ,맥주! 소시지! 시계탑! 와우! 
1022,자고 일어났는데 배 아파요.,아이고 아침부터 배 아프면 힘든데 어떡해요.
1023,에버랜드 가고 싶어요.,나도 에버랜드요.
1024,시험이지만 하루 정도는 갔다 와도 되겠죠?,될 거예요!
1025,아침에 복도에서 두 번 쓰러졌어요. ,헉 괜찮으세요? 으아 오늘은 쉬시는 게 좋지 않을까요?
1026,어쩌다 보니 오늘 수업 끝나고 집 가게 되네요.,내일 수업은요?
1027,준등기는 뭐예요?,우편 추적 가능한 일반우편이요.
1028,2박 3일로 오사카 여행 가면 비용 얼마 정도 드나요?,나 3박 4일로 갔을 때 70만 원 정도 들었던 것 같아요.
1029,생일이에요. 축하해주세요.,생일 축하해요.
1030,안녕하세요.,좋은 아침인가요?
1031,쏘카 알아봐야겠어요.,저도 태워주세요.
1032,남편이랑 같이 집으로 가고 싶어요.,어서 가세요. 고생하셨네요. 전 7월 말일 회장님과 가요.
1033,오감이 예민한 오늘이에요.,조심해야겠어요.
1034,집에 왔어요.,목이 웬일로 다 쉬었네요.
1035,혼자 너무 심심해요. 언제 끝나요. 나 롯데월드 갈 거라고요.,저는 그냥 집에서 영화를 보고 있어요.
1036,정말 맛있군요.,부러워요. 맛있어요?
1037,컵누들 맛있는데 칼로리가 너무 낮아서 배가 안 불러요. 120 칼로리 어디다 써요? ,헉 엄청 낮네요. 120.
1038,학교에서 킨텍스 왔어요.,헉 저희 학교도 가 있어요!
1039,가라아게랑 후라이드 치킨이랑 뭐가 다른걸까요. 아직도 잘 모르겠어요.,가라아게는 간장을 메인으로 간한 닭고기에 계란을 묻히고 가루를 묻혀 튀기는 거래요! 튀김옷을 입히지 않은 것이에요! 후라이드 치킨은 걸쭉한 액체 상태의 튀김 반죽을 입히는 게 대부분이라는 느낌 정도요?
1040,독일 기차 패스 282829191개라 뭘 해야 할지 모르겠어요. ,뮌헨 주변 오갈 때는 바이에른 티켓 사시라고 하고 싶네요. 혼자 내기에는 너무 부담스러울 거예요. 사람 많을수록 1인당 가격이 떨어지는 시스템이라서요.
1041,클래식 기타 살까 말까 고민되네요.,사세요! 
1042,곧 한국 떠나요. 만날 확률 낮아질 거예요. 많이,더위 조심하고요.
1043,보드게임카페 가고 싶어요! ,진짜 재미있어요. 게임 많아요.
