,Q,A
766,인정해요. 매우 귀찮아요. ,"아, 일산 갔다 왔어요!"
767,혜화에 이거 걸렸어요. 너무 예뻐요.,보러 가고 싶어요. 
768,나 스스로가 창피해요.,그래요?
769,신나요. ,저도 일찍 끝나서 버스 타고 집 가고 있어요. 집 들어가시면 맛있는 저녁 드세요. 
770,비애님은 내년에야 가시려나요? 내년에 한번 내려갈게요.,네. 저는 수시가 되면 올해 말에 가고 안 되면 내년부터 가요. 닐구님 또 보고 싶어요.
771,슬퍼요.,님도 곧 아프게 될 거니까 남 일처럼 생각하시면 안 돼요. 다 직장인은 어딘가가 다 아파요.
772,네. 저도 사면 바로 해체해서 껍데기는 다 버려요 그 해체가 원형이라서 너무 힘들어요. 네모나면 훨씬 쉬울 텐데 말이죠. ,그러게요. 칼로 딱딱 모서리만 잘라내면 되게끔요! 근데 또 수박 킬러라 안 먹을 수는 없고 수박 칼로 벅벅 긁어먹을 수 밖에요.
773,그건 휴가가 아니잖아요.,어디든 한국보다는 좋겠죠. 
774,외근에 야근이네요. ,회사 미쳤네요.
775,네. 양 진짜 많아요.,너무 맛있어 보여요. 
776,맛은 장담 못 하고 1번 출구로 나와서 드림 아트 센터쪽으로 쭉 걸어 가면 차례대로 나와요. 두 번째는 케이크 가게고 세 번째는 인테리어 끝장판이에요.,대박이네요. 가 볼게요. 섬세하셔요. 
777,저 오늘 신촌 CGV가요! ,영화 뭐 봐요? 
778,제가 키우는 건 아니고 아버지 가게에 있어요.,귀엽네요.
779,대기자가 좀 있길래 그냥 왔는데 가게 한가할 때 가봐야겠네요! 저 치즈 완전 좋아해요.,쭉 늘어나요. 그 요즘 나온 신메뉴인 체다 치즈 섞인 것도 맛있어요.
780,주말 알바 아니었어요? ,대타에요. 
781,네? ,그로인한 희소성을 가치로 삼는 화폐죠. 
782,집에 가고 싶어요.,마늘님 진짜 그 기분 알아요. 힘내세요.
783,물리치료는 항상 받던 거라 감흥은 없는데 지금 심적으로도 그렇고 내 몸이 너무 종합병원이에요.,사실 저도 그래요. 몸이 다 아파요.
784,십 이만 칠천 원 들었지만요. ,그리고 또 액정 필름 붙이려고 이곳저곳 돌아다녔는데 오래된 폰이라 없었는데 마침 집 앞에 있는 가게에서 구했어요.
785,그런가 봐요. 맨날 10명씩 들어와요. ,형 거기 나름 중심지잖아요. 
786,애견 용품 가게였어요. 사료 잘 못 사갔다고 하네요.,"아, 그렇군요."
787,좋아요. 한국이 아니라면 괜찮을 것 같기도 하고 요새 한국이 너무 싫어지네요.,"이런저런 일도 많고, 저랑 알래스카 가면 돈도 많이 벌고 똑똑해져요."
788,앗 그래요? 그럼 제가 나중에 브러쉬 몇 가지 보내드릴까요? ,괜찮아요! 가게가 근처에 있어 바로 살 수 있어요! 
789,저는 서류 미리 준비하겠단 마음만 먹고 매일 미루고 있어요. 이러다가 아마 정시로 갈 것 같아요.,전 수시 성공해야 해서요. 학생부 종합 전형 실패하면 재수하고요. 몇 년이든지요. 
790,흐음.,힘을 내요! 
791,좋아요. 너도 내일 명동 가요. ,명동이요?
792,대만 갔다 오신 분들은 진짜 여행지로도 추천하더라고요. 비행기 30만 원이면 싼 건가요? ,제가 24만 원에서 27만 원 정도에 갔다 왔어요. 성수기가 아니라면 조금 비싼 편이에요.
793,시간 맞춰서 왔더니 20분 째 차가 안 와요.,저런.
794,진짜 알바 7월에서 8월 말까지만 하고 일본 가려는데 원래 가기로 한 애들이 사건사고가 터져서 아마 같이 못 갈 거 같기도 해요.,저도 같이 가려고 한 사람이 문제가 생겨서 못 가게 됐어요. 
795,아니요. 학교에서 체험학습 가요.,어디 가요?
796,그 친구요? 오늘 못 가서 금요일에 갈 생각이었는데 그 과학 교수님 강의 들을 거라 월요일에 가려고요!,걔는 주말에 간다 그랬어요.
797,고마워요. 오늘도 손님이 너무 없었어요. ,에고 손님이 많으면 힘들지만 또 너무 없으면 걱정이에요.
798,가격 대비 괜찮아요. 맛있어요.,그렇군요. 나도 사 먹어 봐야 되는데요. 
799,진짜 맛있어요. 어제 어머님도 저희 가게 왔다 가셨어요.,저도 한 번 가보고 싶어요.
800,요즘엔 잘 안 팔던데 이마트 가니까 있었어요.,마시고 싶어요.
801,오오 네일세트! 해봐요. 재미나긴 해요.,네네. 막 해주신 선생님께 물어보니 로드샵 메니큐어랑 샵에서 쓰는 건 다르다고 하셔서요. 전문샵용으로 사서 연습하려고요. 벌써 두근거려요! 
802,네! 이번에 나온 거요! ,대박! 갈 때 타는 거 어때요?
803,아직 집이 아니에요.,얼른 가서 밥 먹어요!
804,새로운 데 가니까 어색하기도 하고 기분이 좋죠.,이상 파이팅! 학교는 가는 거예요?
805,그렇게 기대하지 않았는데 막상 보니까 너무 예뻤어요. 저도 언젠가 여유 있을 때 놀러 가보고 싶은 곳이에요.,제주도 예뻐요. 진짜. 단체로 우르르 시간 쫓겨서 다니는 것보다 진짜 시간 느긋하게 돌아다니면 최고예요. 그리고 갈치조림 정말 맛있어요.
806,김치 삼겹살에 주먹밥과 계란 찜을 함께 먹으면 둘이 먹다 하나가 죽어도 모를 맛이에요. ,하 세상에 오늘 타임라인에 쭈삼도 진짜 많이 보여요. 아 너무 먹고 싶어요.
807,감사해요.,말씀 감사해요. 즐거운 하루 되시기 바라요.
808,그래요? 매번 3개월 전에 표를 끊어서 그때도 남아있을 거라곤 생각 못했어요. 감사해요.,가격이 문제일 뿐이지 찾아보면 표는 늘 있어요. 성수기는 조금 위험하지만요!
809,언니도 예쁜 렌즈 같이 해요.,우리 동네 쪽은 없는 듯해요! 서울 놀러 가게 되면 바로 살 거예요. 정말 예뻐요.
810,언니도 코 자요.,네. 가내수공업 조금 하고요.
811,보고 싶어요.,나도요. 
812,야간자율학습을 하거나 학원에서만 있다 보니까 편의점 음식 말고는 먹을 게 없더라고요. 일단 가격도 싸니까요. 이렇게 급속도로 찔 줄은 몰랐지만요.,힘내세요!
813,진짜 맛있고 양도 푸짐한데 가격까지 합리적이었어요! 같이 가요!,가요 가요! 스파게티 먹고 싶어요.
814,구로니까 1박2일 정도 잡고 가서 디저트 맛있는 집 탐방하고 싶어요.,난 아예 이사 가고 싶어요. 맨날 디저트에 둘러싸이고 싶어요.
815,저 일본 처음 가봐요. 너무너무 기대돼요.,그러시구나! 어디 가실 거예요? 도쿄? 교토? 즐겁게 보내세요!
816,배가 별로 안고파서 밥을 안 먹었거든요.,아 가끔 그럴 때가 있죠. 확실히 그럴 땐 배가 고프다는 느낌이 들 때까지 굶는 게 제일 낫긴 하던데요. 
817,왜 이렇게 됐는지 모르겠어요. 눈은 잘 보이니까 괜찮은 거겠죠?,나중에 꼭 병원 갔다 오세요.
818,이곳은 독일의 바이에른 주에요! ,오 확실히 우리나라와는 다른 아름다움이 있어요. 유럽을 가게 되면 꼭 가고 싶은 곳 중 하나네요!
819,약을 먹었는데도 아프면 어찌할까요.,병원 가는 수밖에 없을 것 같아요. 약 먹었으면 조금 지나면 효과가 올라오지 않을까요? 배 아프면 안 되는데요.
820,오억만 년 된 듯해요. 마음만 있고 왜 가질 못하나요.,"나 월, 화 평일 시간 있는데 겹치면 같이 갈까요?"
821,금요일은 공강이에요.,고정이에요?
822,아 그래서 준 이 붙는 거군요.,가격도 싸요. 1000원. 뭐 간단한 상품들 우편 배송할 때 등기는 비싸고 그렇다고 보통 우편으로 보내기에는 분실이 걱정될 때 써요.
823,오오 혼자 갔었어요?,아니요. 친구랑 둘이요! 대신 유니버셜 안 가고요!
824,낮이에요.,형 어제 집 가니까 몇 시였어요?
825,잘 받고 오세요. 전 한시름 놨어요. 흑흑,위에 부담 안 가게 흰죽부터 드셔야 해요. 
826,아침에 울어서 그래요? 물은 마셨어요? 안 더워요? 괜찮나요.,어? 음 괜찮아요. 조금 있으면 병원 가니까요. 오늘 병원 가는 날이잖아요. 
827,몇 시간 째 여기 있는지 모르겠습니다. ,어서 롯데월드로 가요!
828,네. 너무 맛있는데 왜 이렇게 비싸죠.,맞아요. 저런 거 비싸더라고요. 여행 가도 마음껏 못 먹는 게 함정이에요.
829,그렇죠. 다른 같은 크기 라면 보니까 300칼로리였습니다. 맛있는데 칼로리 줄이지 말라고요.,한 번 2개를 드셔보시는 건 어때요?
830,진짜요?,네! 저희는 진로부만 가요. 무슨 전시 있다고 해서요.
831,그런 것 같아요. 그래도 그게 제일 나은 거 같고요.,"맞아요. ICE 너무 비싸서 아님 정말 flixbus 사용하셔도 괜찮을 거예요! 출발지, 도착지 찍으면 버스 노선 애매한 곳은 기차 경유하는 경로까지 다 나와서요!"
832,난 시원한 곳 가니까 둔님도 더위 조심하고 건강하세요!,그렇군요! 네네 건강하게 지내고 있을게요!
833,거기 가면 너무 과열돼서 목소리 크기 엄청 올라가요.,맞아요. 특히 할리갈리 같은 거 미쳐요.
834,만약 친구랑 같이 살 생각이면 어떻게 해야 하나요.,수량 범위 내에서 종류 상관없이 고르시고 배송 주소지를 한 곳으로 해주시면 됩니다. 다만 12봉지 이상은 개인통관번호 필요해요!
835,"6월 제주도 세일러 여행 정말 기대하고 있는데, 주위에서 우도 추천하니 그중에서 우도 가시고 싶으신 분들만 가는 것도 즐거울 거 같아서요. 만약 개인적으로 가게 되면 전기 스쿠터는 꼭 타봐야겠어요.",우도 정말 좋죠! 단체 카카오톡 방에서 얘기 나누어 보아요!
836,정말 맛있었어요! 혼자 밥 먹을만한 곳을 찾아서 기쁩니다. 저거는 사우어샌드위치고 다음엔 참치 먹어보려고요!,저 소스가 사우어소스인가요? 다시 보니 베이컨이 아니라 토마토네요! 야채 잔뜩 들어간 샌드위치는 언제나 맛있어요.
837,"음 요즘 몸이 피곤해서 장어초밥도 먹고, 흐흐 좋아하는 연어초밥도 먹고 했는데, 역시 회전초밥은 계획을 세우고 짜임새 있게 먹어야겠어요. ",연어초밥 제가 가장 좋아하는 것 중 하나인데 기웅님이 맛있게 드셨다니 왠지 포만감이 드네요.
838,방 진짜 좋네요.,그렇죠? 가격도 괜찮고 몽쟈 아지트 생겨버렸어요.
839,양 많네요. 하프앤하프 마카로니와 치킨덤플링 양 보니까 어마어마하더라구요. ,엄마의 마음을 담은 것 같아요. 포클랜드에서 잘 지내고 가시는 것 같아서 다행이네요.
840,풍족하게 먹을 거 다 먹고 굿즈까지 사신 비용인가요?,네. 맞아요.
841,햄스터. 동생이 먼치킨 키우고 싶다고 해서 한 번 보고 있어요. 흑흑 고양이 키우고 싶네요.,고양이 귀엽죠. 결국 조건보다 인연이 중요하군요. 
842,일찍 얼어나서 놀아야 하는데요. ,저는 자체 휴강 내고 놀기로 했어요. 
843,님 학교 안 다녀요? 생긴 지 일주일 넘었어요.,"아니 저 맨날 학교, 집, 학교, 집하고 점심도 안 먹고 그래서 몰랐어요!"
844,난 29일 날 캐나다 가요!,부러워요. 재미있게 놀다 와요.
845,5천 원이던데요.,네? 점장이 비싼 거라고 하던데요! 가격이 5천 원이라니 점장님한테 말해야겠어요.
846,초밥 정말 정말 좋아해요!,"가락시장에서 먹었던 8만 5천 원어치입니다. 저기서 산 낙지, 육회 빼면 6만 5천 원이에요. "
847,저 갈 때쯤 조금 많고 아침부터 점심때까지는 정말 사람이 없어서 너무 좋았어요. ,"날이 더워서 그런지, 하 요새 너무 더워요."
848,맞아요. 못 먹고 오면 두고두고 생각나요.,일본은 편의점 음식만으로도 일주일 살 수 있어요. 세븐일레븐 콘마요빵 먹고 싶네요.
849,안타깝게도 없어요. 지인 만나러 가는 김에 노는 거라서요.,음 오사카의 음식값은 착한 편이니까 시장이나 동네 아무 가게나 들어가도 보통은 해요. 유리님 관심사가 어디 쪽인지 모르겠네요.
850,종강도 얼른 해주세요.,"종강, 얼른 종강까지 후다닥 해버리고 쉬게 해 주세요! "
851,나중에 같이 먹으러 갈까요!,좋아요! 맛있는 가게 찾으면 좋겠어요.
852,"그냥 검색해서 나오는 고객센터 전화번호인가, 이마트 전화번호로 연락하면 돼요?",저는 이마트 전화해서 그 전자기기 취급하는 쪽 번호 연결해 달라고 해서 거기서 확인해서 사러 간 적 있어요!
853,죽겠어요.,나도 먹고 싶어요. 안 먹은 지 엄청 오래됐어요.
854,송장 번호는 저도 받지 못했어요.,그렇군요. 오늘 발송이 다 된 건가요? 그럼 내일 문 열어두고 갈게요!
855,"네, 머리 관리 안 되는데 귀찮아서 안 가고 있다가 오늘 확 자르고 왔어요.","단발 한 번 하면 머리 진짜 안 자라던데, 저 1월에 긴 머리였다가 단발했는데 아직까지 단발이에요. 근데 확실히 편해요."
856,"포토샵이랑 일러스트랑 게임이요. 엘소드, 메이플, 사이퍼즈 이 정도만 할 것 같아요!","그래픽 카드는 음, 최신형 그래픽 카드는 가격에 거품이 많이 끼어 있어서 gtx970이 성능도 꽤 좋고, 가격대도 그렇게 비싸지 않은 걸로 알아요! 램은 8에서 16GB 사이면 충분할 거고, CPU는 i5 이상으로 알아보시는 게 좋겠네요."
857,네! 다 끝냈어요!,오늘도 수고했어요.
858,내가 나빴네요. 이미 뱃속으로 들어갔어요. ,다음에 찍어주세요.
859,그래도 쉬는 날이라 다행이에요. 근무 날이었으면 친척이 아니라 휴무도 못 빼잖아요.,조심해서 다녀오세요.
860,별자리 반지도 샀어요!,너무 예뻐요. 어디서 사셨어요.
861,"헉 세상에나, 추천 너무 고마워요. 축제가 언제일까요, 나와있나요? 으윽 얼른 가고 싶네요.",저도 축제 일정이 있는지는 모르고 갔다가 우연히 마주친 거라서요. 아사쿠사 신사 근처에 백화점 있는데 거기 진저 음료랑 조각 케이크가 맛있어요.
862,쿠팡 직구를 이용해봐요.,헉 쿠팡은 또 가격이 다른가요?
863,진짜 고민돼서 아직 투표 못했었어요. 그렇다면 제육볶음에 투표하겠어요! 고기는 뭔들 맛있죠!,우리 가게 제육볶음 정말 맛있어요. 
864,맛있긴 한데 다 한 번에 먹기에는 너무 달아요. 흑 기분 나빠져서 단 거 먹을 때 먹으면 좋을 거 같아요.,단 거 정말 좋아요!
865,"네, 예매요. 맨날 놀러 가거든요.",오 놀러 가는구나. 뭐 하러 가요?
866,돈 빌려주면 갈 수 있어요. 아마도.,"오늘 말고, 먹을 거면 내일 가요. 나 지금 밥 먹었어요."
